family,order,class,phylum,gene,n,n_res,f_res
Desulfosalsimonadaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Desulfosarcinaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs_MG1655_2ndrun,7,0,0
Desulfosudaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Desulfothermaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs_MG1655_2ndrun,1,0,0
Desulfotomaculaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs_MG1655_2ndrun,64,0,0
Desulfovirgulaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rrs_MG1655_2ndrun,4,0,0
Desulfurellaceae,Desulfurellales,Desulfurellia,Campylobacterota,rrs_MG1655_2ndrun,2,0,0
Desulfuribacillaceae,Desulfuribacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Desulfurivibrionaceae,Desulfobulbales,Desulfobulbia,Desulfobacterota,rrs_MG1655_2ndrun,3,0,0
Desulfurobacteriaceae,Desulfurobacteriales,Aquificia,Aquificota,rrs_MG1655_2ndrun,8,0,0
Desulfuromonadaceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,4,0,0
Dethiobacteraceae,Dethiobacterales,Dethiobacteria,Bacillota,rrs_MG1655_2ndrun,1,0,0
Dethiosulfatibacteraceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Dethiosulfovibrionaceae,Synergistales,Synergistia,Synergistota,rrs_MG1655_2ndrun,5,0,0
Devosiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,57,0,0
Dialisteraceae,Veillonellales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,6,0,0
Dictyoglomaceae,Dictyoglomales,Dictyoglomia,Dictyoglomota,rrs_MG1655_2ndrun,2,0,0
Dissulfuribacteraceae,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Dissulfurirhabdaceae,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Dissulfurispiraceae,Thermodesulfovibrionales,Thermodesulfovibrionia,Nitrospirota,rrs_MG1655_2ndrun,1,0,0
Domibacillaceae,Bacillales_B,Bacilli,Bacillota,rrs_MG1655_2ndrun,9,0,0
Dongiaceae,Dongiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,7,0,0
Dysgonomonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,14,0,0
Ectothiorhodospiraceae,Ectothiorhodospirales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,17,0,0
Effusibacillaceae,Tumebacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs_MG1655_2ndrun,43,0,0
Egibacteraceae,Euzebyales,Nitriliruptoria,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Elainellaceae,Elainellales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,3,0,0
Elsteraceae,Elsterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Elusimicrobiaceae,Elusimicrobiales,Elusimicrobia,Elusimicrobiota,rrs_MG1655_2ndrun,3,0,0
Emcibacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Endomicrobiaceae,Endomicrobiales,Endomicrobiia,Elusimicrobiota,rrs_MG1655_2ndrun,1,0,0
Endozoicomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,12,0,0
Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,424,1,0.0023584905660377358
Enterobacteriaceae_A,Enterobacterales_A,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,15,1,0.06666666666666667
Enterococcaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,66,0,0
Erysipelotrichaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,38,0,0
Ethanoligenentaceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Eubacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs_MG1655_2ndrun,22,0,0
Eutrophobiaceae,Eutrophobiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Euzebyaceae,Euzebyales,Nitriliruptoria,Actinomycetota,rrs_MG1655_2ndrun,4,0,0
Exiguobacteriaceae,Exiguobacteriales,Bacilli,Bacillota,rrs_MG1655_2ndrun,14,0,0
FACHB-46,FACHB-46,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
FACHB-T130,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Fastidiosipilaceae,Saccharofermentanales,Clostridia,Bacillota,rrs_MG1655_2ndrun,4,0,0
Feifaniaceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Ferrovaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Ferrovibrionaceae,Ferrovibrionales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogota,rrs_MG1655_2ndrun,13,0,0
Fibrobacteraceae,Fibrobacterales,Fibrobacteria,Fibrobacterota,rrs_MG1655_2ndrun,4,0,0
Fictibacillaceae,Bacillales_G,Bacilli,Bacillota,rrs_MG1655_2ndrun,7,0,0
Filifactoraceae,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,5,0,0
Fimbriimonadaceae,Fimbriimonadales,Fimbriimonadia,Armatimonadota,rrs_MG1655_2ndrun,1,0,0
Flammeovirgaceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,11,0,0
Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,862,1,0.001160092807424594
Flexibacteraceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Flexistipitaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rrs_MG1655_2ndrun,1,0,0
Fontisphaeraceae,Limisphaerales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Francisellaceae,Francisellales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,26,0,0
Frankiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,13,0,0
Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,rrs_MG1655_2ndrun,26,0,0
Futianiaceae,Futianiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
GCA-2696645,UBA8366,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,6,0,0
GCA-900066905,Christensenellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Gaiellaceae,Gaiellales,Thermoleophilia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Gallaecimonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Gallionellaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Garciellaceae,Eubacteriales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Geitlerinemataceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,3,0,0
Gemellaceae,Staphylococcales,Bacilli,Bacillota,rrs_MG1655_2ndrun,7,0,0
Geminicoccaceae,Geminicoccales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota,rrs_MG1655_2ndrun,10,0,0
Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadota,rrs_MG1655_2ndrun,6,0,0
Geoalkalibacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,3,0,0
Geobacteraceae,Geobacterales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,27,0,0
Geodermatophilaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,46,0,0
Geopsychrobacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,3,0,0
Geothermobacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,2,0,0
Geovibrionaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rrs_MG1655_2ndrun,5,0,0
Gloeobacteraceae,Gloeobacterales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,3,0,0
Gloeomargaritaceae,Gloeomargaritales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Gottschalkiaceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Govaniaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Granulosicoccaceae,Granulosicoccales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
HKI-0501,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,2,0,0
HP12,HP12,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Halanaerobiaceae,Halanaerobiales,Halanaerobiia,Bacillota,rrs_MG1655_2ndrun,5,0,0
Halarsenatibacteraceae,Halanaerobiales,Halanaerobiia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Haliangiaceae,Haliangiales,Polyangia,Myxococcota,rrs_MG1655_2ndrun,1,0,0
Halieaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,18,0,0
Haliovirgaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,rrs_MG1655_2ndrun,1,0,0
Halobacillaceae,Bacillales_D,Bacilli,Bacillota,rrs_MG1655_2ndrun,25,0,0
Halobacteroidaceae,Halobacteroidales,Halanaerobiia,Bacillota,rrs_MG1655_2ndrun,6,0,0
Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,150,0,0
Haloplasmataceae,Haloplasmatales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Halorhodospiraceae,Nitrococcales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Halothermotrichaceae,Halanaerobiales,Halanaerobiia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Halothiobacillaceae,Halothiobacillales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Helicobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs_MG1655_2ndrun,55,0,0
Heliobacteriaceae,Heliobacteriales,Desulfitobacteriia,Bacillota,rrs_MG1655_2ndrun,3,0,0
Herpetosiphonaceae,Chloroflexales,Chloroflexia,Chloroflexota,rrs_MG1655_2ndrun,1,0,0
Hippeaceae,Desulfurellales,Desulfurellia,Campylobacterota,rrs_MG1655_2ndrun,1,0,0
Holophagaceae,Holophagales,Holophagae,Acidobacteriota,rrs_MG1655_2ndrun,15,0,0
Holosporaceae,Holosporales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Hujiaoplasmataceae,Izemoplasmatales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Hydrogenimonadaceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs_MG1655_2ndrun,4,0,0
Hydrogenothermaceae,Aquificales,Aquificia,Aquificota,rrs_MG1655_2ndrun,7,0,0
Hymenobacteraceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,131,0,0
Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Hyphomonadaceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,24,0,0
ICN-92133,ICN-92133,Negativicutes,Bacillota,rrs_MG1655_2ndrun,1,0,0
ISCAR-4553,Rhodothermales,Rhodothermia,Bacteroidota_A,rrs_MG1655_2ndrun,1,0,0
Iamiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs_MG1655_2ndrun,2,0,0
Ichthyobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Ignavibacteriaceae,Ignavibacteriales,Ignavibacteria,Bacteroidota_A,rrs_MG1655_2ndrun,1,0,0
Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs_MG1655_2ndrun,4,0,0
Im1,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Immundisolibacteraceae,Immundisolibacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Inquilinaceae,DSM-16000,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Intestinicryptomonadaceae,Opitutales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetota,rrs_MG1655_2ndrun,12,0,0
JAAFJU01,JAAFJU01,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
JADQBR01,JADQBR01,JADQBR01,Bacillota,rrs_MG1655_2ndrun,1,0,0
JAHZLQ01,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
JBBAYJ01,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,2,0,0
JIR-001,Thermoactinomycetales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Jatrophihabitantaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,4,0,0
Jeotgalibacillaceae,Bacillales_B,Bacilli,Bacillota,rrs_MG1655_2ndrun,8,0,0
Jiangellaceae,Jiangellales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,18,0,0
K13,Paenibacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
KCTC-25726,Paenibacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
KJ1-10-99,Bacillales_H,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Kaistiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,11,0,0
Kallotenuaceae,Chloroflexales,Chloroflexia,Chloroflexota,rrs_MG1655_2ndrun,1,0,0
Kangiellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,15,0,0
Ketobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Kiloniellaceae,Kiloniellales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,7,0,0
Kineococcaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,13,0,0
Kineosporiaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,4,0,0
Kiritimatiellaceae,Kiritimatiellales,Kiritimatiellia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Koleobacteraceae,Koleobacterales,Thermosediminibacteria,Bacillota,rrs_MG1655_2ndrun,1,0,0
Kordiimonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,12,0,0
Kosmotogaceae,Petrotogales,Thermotogae,Thermotogota,rrs_MG1655_2ndrun,5,0,0
Kribbellaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,37,0,0
Ktedonobacteraceae,Ktedonobacterales,Ktedonobacteria,Chloroflexota,rrs_MG1655_2ndrun,13,1,0.07692307692307693
Kyrpidiaceae,Kyrpidiales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
LV9,Gloeobacterales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Labraceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,6,0,0
Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,163,0,0
Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs_MG1655_2ndrun,14,0,0
Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,393,0,0
Laspinemataceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,2,0,0
Leeiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Legionellaceae,Legionellales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,62,0,0
Lentimicrobiaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Lentisphaeraceae,Lentisphaerales,Lentisphaeria,Verrucomicrobiota,rrs_MG1655_2ndrun,3,0,0
Leptolyngbyaceae,Leptolyngbyales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,9,0,0
Leptonemataceae,Leptospirales,Leptospiria,Spirochaetota,rrs_MG1655_2ndrun,1,0,0
Leptospiraceae,Leptospirales,Leptospiria,Spirochaetota,rrs_MG1655_2ndrun,72,0,0
Leptospirillaceae,Leptospirillales,Leptospirillia,Nitrospirota_A,rrs_MG1655_2ndrun,2,0,0
Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,rrs_MG1655_2ndrun,22,0,0
Limisphaeraceae,Limisphaerales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Limnochordaceae,Limnochordales,Limnochordia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Listeriaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,28,0,0
Litorivicinaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Longimicrobiaceae,Longimicrobiales,Gemmatimonadetes,Gemmatimonadota,rrs_MG1655_2ndrun,1,0,0
Luteibaculaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Lutisporaceae,Lutisporales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
MCWD3,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
MRBY01,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,2,0,0
MYW30-H2,Tumebacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Magnetococcaceae,Magnetococcales,Magnetococcia,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Magnetospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,12,0,0
Magnetovibrionaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Mahellaceae,Mahellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Maricaulaceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,24,0,0
Marinicellaceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,6,0,0
Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,23,0,0
Marinilabiliaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,13,0,0
Marinithermaceae,Deinococcales,Deinococci,Deinococcota,rrs_MG1655_2ndrun,3,0,0
Marinococcaceae,Bacillales_H,Bacilli,Bacillota,rrs_MG1655_2ndrun,16,0,0
Marinomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,32,0,0
Mariprofundaceae,Mariprofundales,Zetaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,6,0,0
Marispirochaetaceae,JC444,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,1,0,0
Massilibacillaceae,FLKF01,Negativicutes,Bacillota,rrs_MG1655_2ndrun,1,0,0
Massilibacteriaceae,Bacillales_E,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Megasphaeraceae,Veillonellales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,11,0,0
Melioribacteraceae,Ignavibacteriales,Ignavibacteria,Bacteroidota_A,rrs_MG1655_2ndrun,4,0,0
Mesoaciditogaceae,Mesoaciditogales,Thermotogae,Thermotogota,rrs_MG1655_2ndrun,2,0,0
Metamycoplasmataceae,Mycoplasmatales,Bacilli,Bacillota,rrs_MG1655_2ndrun,72,0,0
Methylacidiphilaceae,Methylacidiphilales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,4,0,0
Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,9,0,0
Methyloligellaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,7,0,0
Methylomonadaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,32,0,0
Methylophagaceae,Nitrosococcales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,10,0,0
Methylophilaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,22,0,0
Methylopilaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,12,0,0
Methylothermaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Micavibrionaceae,Micavibrionales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Microbacteriaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,436,0,0
Micrococcaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,200,0,0
Microcoleaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,11,0,0
Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,14,0,0
Micromonosporaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,245,0,0
Micropepsaceae,Micropepsales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Microscillaceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Microtrichaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Midichloriaceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Miltoncostaeaceae,Miltoncostaeales,Thermoleophilia,Actinomycetota,rrs_MG1655_2ndrun,2,0,0
Minwuiaceae,Minwuiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Monoglobaceae,Monoglobales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Moorellaceae,Moorellales,Moorellia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,160,0,0
Moritellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,1,0.25
Motilibacteraceae,Motilibacterales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,4,0,0
Mucispirillaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rrs_MG1655_2ndrun,1,0,0
Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,8,0,0
Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,546,0,0
Mycoplasmataceae,Mycoplasmatales,Bacilli,Bacillota,rrs_MG1655_2ndrun,149,1,0.006711409395973154
Mycoplasmoidaceae,Mycoplasmatales,Bacilli,Bacillota,rrs_MG1655_2ndrun,15,0,0
Myxococcaceae,Myxococcales,Myxococcia,Myxococcota,rrs_MG1655_2ndrun,42,0,0
NBMC01,Spirochaetales_E,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,1,0,0
NBRC-103111,Paenibacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,3,0,0
NSJ-53,Christensenellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Nakamurellaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,10,0,0
Nannocystaceae,Nannocystales,Polyangia,Myxococcota,rrs_MG1655_2ndrun,8,0,0
Natranaerobiaceae,Natranaerobiales,Natranaerobiia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Natranaerofabaceae,Natranaerobiales,Natranaerobiia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Natronincolaceae,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,7,0,0
Natronogracilivirgulaceae,Balneolales,Rhodothermia,Bacteroidota_A,rrs_MG1655_2ndrun,1,0,0
Natronospiraceae,Natronospirales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Natronospirillaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,10,0,0
Nautiliaceae,Nautiliales,Campylobacteria,Campylobacterota,rrs_MG1655_2ndrun,4,0,0
Neiellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Neisseriaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,65,0,0
Neosynechococcaceae,Neosynechococcales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,16,0,0
Nitratiruptoraceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs_MG1655_2ndrun,4,0,0
Nitriliruptoraceae,Nitriliruptorales,Nitriliruptoria,Actinomycetota,rrs_MG1655_2ndrun,3,0,0
Nitrococcaceae,Nitrococcales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,10,0,0
Nitrosococcaceae,Nitrosococcales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Nitrosomonadaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,15,0,0
Nitrospinaceae,Nitrospinales,Nitrospinia,Nitrospinota,rrs_MG1655_2ndrun,2,0,0
Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,180,0,0
Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,59,0,0
Novibacillaceae,Thermoactinomycetales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
